epoch,acc,binary_crossentropy,dice_coef,loss,val_acc,val_binary_crossentropy,val_dice_coef,val_loss
0,0.8759143282385433,0.27242754476473613,0.24637905327493653,0.46490491663708405,0.9476689398288727,0.15210907440632582,0.4931635884568095,0.2940000086091459
1,0.9629081750617308,0.10167855824179509,0.4870336046990226,0.2661937023786938,0.9181187972426414,0.5028814086690545,0.5318710645660758,0.48898044414818287
2,0.9628044209059547,0.10912816927713506,0.49499275491518135,0.2674798075767124,0.9038085024803877,0.6096886293962598,0.5391796007752419,0.550141311250627
3,0.9635825323707917,0.10652843265629866,0.5041664054288584,0.26225048785700517,0.9260676801204681,0.3932910403236747,0.5839590467512608,0.4023910714313388
4,0.9611909485915128,0.10140436794608831,0.5089680609457633,0.2572554119807832,0.9446817003190517,0.19290287606418133,0.54409219045192,0.29810486640781164
5,0.967231348156929,0.09086841503706049,0.5521755025667303,0.23365085900706403,0.9480980783700943,0.14096746873110533,0.6117482110857964,0.2398812104947865
6,0.9686939672512167,0.09040153437458417,0.5727738808183109,0.2251314012443318,0.9365692976862192,0.27153983479365706,0.13134747266303748,0.5103849302977324
7,0.9648243381696588,0.09507889519719516,0.5277331155889174,0.24595409609815655,0.9454248603433371,0.18866382585838437,0.3456470728851855,0.3749394780024886
8,0.9627841535736533,0.10091777814223486,0.5248645359978956,0.25060482564217906,0.9417780246585608,0.254949564114213,0.19654772931244224,0.47435081750154495
9,0.9617868916076773,0.10062915777020595,0.5120753181331298,0.25554737010422873,0.9479617793112993,0.25086211832240224,0.44290790148079395,0.3733540028333664
10,0.9641621700104546,0.09847355151877683,0.5147940564681502,0.253166516256683,0.9401586931198835,0.42084844782948494,0.0598788299048465,0.6285569509491324
11,0.9612257033586502,0.10307965564596303,0.5084703739951638,0.25845969336874347,0.9296514336019754,0.25055598048493266,0.47613707929849625,0.3598787784576416
12,0.9622439251226538,0.09904404855607186,0.510099416708245,0.2553866974571172,0.9389672894030809,0.39563009329140186,0.03178903690422885,0.6246618926525116
13,0.9651668361004662,0.09596509146778022,0.5393579619772294,0.24183591455221176,0.9371628053486347,0.2379656620323658,0.3468279168009758,0.4040481997653842
