epoch,binary_acc_ch0,binary_crossentropy,dice_coef,loss,val_binary_acc_ch0,val_binary_crossentropy,val_dice_coef,val_loss
0,0.9175173569293249,0.1735524215868541,0.22668519784652053,0.41345827494348797,0.9429981112480164,0.22443321719765663,0.29344680656989414,0.4172798693180084
1,0.9646431917235965,0.09114356729246322,0.4697088393427077,0.2668020994890304,0.9657827218373617,0.1588470476369063,0.5461293409268061,0.2768551843861739
2,0.9753440022468567,0.07710900051253182,0.6657297951834542,0.17997337877750397,0.9691879699627558,0.1330811825270454,0.650834838549296,0.21951510508855185
3,0.9790625174840292,0.06896708213857242,0.7200548535301572,0.15335827356293089,0.9702749649683634,0.16055782046169043,0.6596401880184809,0.23248019814491272
4,0.9783546839441571,0.07326599494332359,0.7258628181048802,0.15361472006355012,0.9731158912181854,0.1615126859396696,0.7067659000555674,0.21420136218269667
5,0.9784829957144601,0.07651398526061148,0.7525363848322913,0.14489376970699855,0.9702573865652084,0.18665075271079937,0.6579346756140391,0.2488151869426171
6,0.9789966344833374,0.07441341096446627,0.7285907296907335,0.15321201511791774,0.9718616306781769,0.14193319715559483,0.7075164665778478,0.2021541347106298
7,0.9799902751332238,0.06660026702142897,0.7752749267078581,0.12985047130357652,0.9722873568534851,0.15350483171641827,0.6891813476880392,0.21643068951865038
8,0.9809982265744891,0.06011872649902389,0.7693701670283363,0.12832327985337802,0.9727588991324106,0.1383196053405603,0.715138703584671,0.196936488772432
9,0.9815036768005008,0.06498367002322561,0.7799362767310369,0.1270158892231328,0.9720306595166525,0.12986860889941454,0.6893356740474701,0.20218623305360475
10,0.9838768187023345,0.054297574130552154,0.7987279154005504,0.1130873482851755,0.9698666284481684,0.19190351447711387,0.6786324083805084,0.24368899501860142
11,0.9851251698675609,0.04936666458490349,0.8221776400293622,0.10074907629972413,0.9686974982420603,0.18532444971303144,0.6570202906926473,0.24838684064646563
