epoch,acc,binary_crossentropy,dice_coef_rounded_ch0,dice_coef_rounded_ch1,loss,val_acc,val_binary_crossentropy,val_dice_coef_rounded_ch0,val_dice_coef_rounded_ch1,val_loss
0,0.06019824613695559,0.15648712458736871,0.19025124931953463,0.4553051008592181,0.4377316570152407,0.9793345832055614,15.657598803120274,0.01498637979309405,0.05474370838172974,8.31334384795158
1,0.04166684186329012,0.10970934221278066,0.22994294956974362,0.5359316416408705,0.39250210445860156,0.8241295891423379,11.165098590235557,0.020473297264787457,0.07189218868171016,6.0620296232161985
2,0.04099068231880665,0.1034450122843618,0.24238385648831076,0.5519178457882093,0.3815114562926085,0.7629486918449402,5.536336345057333,0.02507901810590298,0.09062701559835865,3.2415806401160454
3,0.04194632115895334,0.09900632921768271,0.2529895075637361,0.5681880673636561,0.3740223723909129,0.6900185077421127,3.1121153831481934,0.03842719806538474,0.16151664718504874,2.011369420636085
4,0.04185498133301735,0.09428987425306569,0.24222753472302272,0.5916826660218446,0.36789134922234906,0.07541748010102779,2.9293790748042445,0.06853292461845183,0.15656652854334924,1.9132574162175577
5,0.0415667649358511,0.09736853643603947,0.21854889587215756,0.5685829623885776,0.38270767357038415,0.022534248148722034,0.5375431177596892,0.16171823369879876,0.372081212459072,0.6449422442143963
6,0.04150316370246203,0.08998068081943886,0.2509142785616543,0.5960541574851327,0.3640190285185109,0.9367359799723471,0.293097956526664,0.00010211846247623344,3.837483329275969e-05,0.6465137485534914
7,0.04144864837112634,0.09504701002784398,0.22747645527124405,0.5872433224449987,0.3738838317601577,0.16263353464103514,0.6976324454430611,0.11280740653314898,0.29229740413927263,0.7543378174304962
8,0.041510327516690544,0.09568229414846587,0.23289622447412947,0.5822521810946257,0.3758521624233412,0.16762008806390147,1.7691573596769763,0.06875916306049593,0.1789961370729631,1.326840344936617
9,0.04169051737889,0.10032126663819603,0.1989504957328672,0.5643556195756664,0.38804482765819714,0.16913306088216842,1.0372181380948713,0.11700379512002392,0.32110499182055074,0.9167171207166487
10,0.04156956068523552,0.08964123593076416,0.23640369721080945,0.5980934643227122,0.36866835407588794,0.25231462236373653,2.134675035553594,0.06000994524407771,0.1716718832331319,1.5133095499007934
11,0.04204744586478109,0.08987964479171712,0.23449134632297183,0.5922729865364407,0.37010536245677783,0.26738755597222236,2.297547144274558,0.05031911728362883,0.13862054554685468,1.6046113544894802
12,0.041378974995535354,0.09152102033081262,0.24610296734001325,0.6011098973129106,0.36346940631451813,0.04006259197429303,0.2566398132231928,0.05869010328610931,0.09115857778276897,0.5951220902704424
13,0.04149613092127054,0.09239434337486392,0.2464541520761407,0.591571551302205,0.36593348047007684,0.057639258342885205,0.48099443580835094,0.18083411214813108,0.4194330938400761,0.6015267151017343
14,0.04162735249037328,0.0940517958091653,0.23479501287574353,0.5593233328798543,0.37825505888980365,0.05821951773137816,0.1987626802536749,0.1977944225392064,0.43324800249302503,0.4639566088876417
15,0.04151006561258565,0.08442132952420608,0.27820409866778745,0.6344048743662627,0.34631280924962915,0.39805937390173635,0.18313123189633893,0.20389356382656842,0.43836829074321176,0.44341394497502234
16,0.04156820654221203,0.0891268502758897,0.24958408785902936,0.6065899548323258,0.3604575304881386,0.0628148253646589,0.14050231669698993,0.2985998598798629,0.5714467667764233,0.3693526800601713
17,0.04147284850478172,0.08977314198146695,0.2760863764130551,0.6235627713410751,0.3497313442437545,0.041197636795620766,0.22896392655468756,0.25292857231632354,0.4962027995817123,0.44082511913391853
18,0.041730967309811844,0.08654427884713463,0.26985323947408923,0.6327003849589307,0.34815803040628845,0.019989487624937487,0.1376465953165485,0.3128006655362345,0.5371784788946952,0.3709401882463886
19,0.041509715921205025,0.09047927804615187,0.24193778310133063,0.5905664615009142,0.3675613636555879,0.020469990829306263,0.08274287033465601,0.2628418801496962,0.47839938266383064,0.377377781175798
20,0.04148289488385553,0.08267682466817938,0.2833660750285439,0.6366506478060847,0.34100265671377594,0.02060076275900487,0.055306702852249146,0.26746002399276253,0.5812110656932477,0.34227848774002445
21,0.04152164138529612,0.08594728471792262,0.2509834837654363,0.613189758166023,0.35746366044749384,0.0393343509565438,0.3102497683177071,0.212660554195604,0.4061043800846223,0.5118373824704078
22,0.041428685107308884,0.08285431191325188,0.2804722215818322,0.6181940643683724,0.34642137781433435,0.020025753926846288,0.08314175314960941,0.2744267474739782,0.6209926201451209,0.3470002153227406
23,0.041560169390362244,0.09295766768248184,0.2327305438077968,0.5826469258121822,0.37240052741506824,0.017164806865396037,0.07553101691507524,0.3504486228189161,0.60712734922286,0.3285349693990523
24,0.04235269841940507,0.09193244236318962,0.21306019454546596,0.583392515130665,0.3768969035666922,0.02060076275900487,0.14125823734268064,0.00014175251835108464,0.2695325358560489,0.5184469232636113
25,0.04160970506136832,0.08723743000756139,0.23218277582655783,0.6103132056153339,0.3665910726008208,0.02060076275900487,0.06449387667159881,0.1691062994143595,0.5465910521245771,0.38513397978198144
26,0.04155981961799705,0.09604373072152553,0.22627440289310788,0.5694489751173102,0.37916667046754254,0.027282982403712887,0.19551557999464772,0.2935412473255588,0.33340419011731304,0.45957953603036944
27,0.0417883658538694,0.09032133707533711,0.24458369418330814,0.6030203389084857,0.3659310820310012,0.02060076275900487,0.03914508067311779,0.31408571192972184,0.74523522392396,0.28179843916047004
28,0.04149372835198174,0.0782084429393644,0.28827728978965594,0.6670785390812418,0.33150048489155975,0.02060076275900487,0.0574677367244036,0.3023935497011764,0.6474012694051189,0.3199882204494169
29,0.041545142784066826,0.08555918737598088,0.2595204636454582,0.6270659190157185,0.3492297050745591,0.02060076275900487,0.09950348470480211,0.07842530545331688,0.4151775183216218,0.44603335568981783
30,0.04183086874368398,0.08412723696750143,0.25722163462120556,0.6085771607316058,0.3552963552267655,0.01952998604505293,0.045640239371888096,0.3711437679106189,0.7084320110659446,0.289606878834386
31,0.04221029304291891,0.08391510970566583,0.25771973314492597,0.6305953860282898,0.35183685629264166,0.020519577086933197,0.10800836103097085,0.3786383737479487,0.40994343161582947,0.37126277915893063
32,0.04170108821405017,0.09252401975833852,0.24051909213480743,0.5926342567671901,0.3688711018665977,0.019982973353997353,0.08919873713485656,0.3031388376989672,0.6026275628997434,0.33676602571241315
33,0.041722493327182274,0.0790947858730088,0.28788057293580926,0.6543346721193065,0.3351867121198903,0.020599401646083402,0.13925493592696805,0.3242135187310557,0.6000306981225167,0.35489244518741486
34,0.04159070276047872,0.08430804862924245,0.2703888591216958,0.625061334475227,0.34648958366850147,0.02079881703661334,0.05671114059946229,0.35621945800319793,0.7234913764461395,0.2847037550903136
35,0.04167474773914918,0.08357667955367462,0.2657146917089172,0.6375786947167438,0.34721107068269147,0.019672425583966317,0.09453401029590637,0.32506767011457877,0.6034229840001752,0.3357039267016995
