epoch,binary_acc_ch0,binary_crossentropy,dice_coef_rounded_ch0,dice_coef_rounded_ch1,loss,mean_iou_ch0,val_binary_acc_ch0,val_binary_crossentropy,val_dice_coef_rounded_ch0,val_dice_coef_rounded_ch1,val_loss,val_mean_iou_ch0
0,0.9314465324083964,0.1715064130368687,0.21426733547802237,0.4842760060869512,0.42889580059619176,0.46320928420339313,0.9949858027535516,0.15482495664744764,0.00030156666026733865,2.8395084022171482e-05,0.5757411557274896,0.5080399738775717
1,0.9715043448266529,0.05839111762387412,0.4095710359868549,0.7942637432189215,0.26370062146868023,0.5237935384114584,0.8907559030764812,0.4414733454987809,0.0003304393106658166,0.026791381046825484,0.7129731532689687,0.5271605108235333
2,0.9698298005830674,0.07291930736530394,0.38094749620982576,0.7497267907574063,0.28561267753442127,0.5228226497059777,0.9734434179357581,0.15012810117489583,0.06713592398886543,0.2155521947487786,0.513354279704996,0.5295944181648461
3,0.9800740962936765,0.04424515836650417,0.4703162085442316,0.8327246762457348,0.23023199609347753,0.5357562814440046,0.9949858027535516,0.18136576462436366,0.00030156666026733865,2.8395084022171482e-05,0.590038990652239,0.5425600957226109
4,0.9829452151343936,0.045723390721139456,0.49247585733731586,0.8398246339389256,0.21805734293801443,0.5485309305645171,0.9807427863816958,0.17203792043634364,0.12081782524851528,0.4082825167759045,0.4703166219028267,0.5546255466100332
5,0.9842501821972075,0.03960991996739592,0.5192291211514246,0.8761348412150428,0.19702466896602086,0.5593600556963966,0.9895555570318892,0.22451580456785253,0.021744451980142715,0.2002293814543058,0.566045203724423,0.5646092666162027
6,0.9839702504021781,0.07198770344257355,0.47239660578114645,0.7664709091186523,0.24782745185352506,0.5680845748810541,0.9949858027535516,0.14045584060855815,0.00030156666026733865,2.8395084022171482e-05,0.5679499619715923,0.5710554702861889
7,0.9807602621260143,0.05720202305487224,0.4565198038305555,0.7925386684281486,0.242549723812512,0.5735435031709217,0.9949858027535516,0.1777675411588437,0.00030156666026733865,0.00837249506175057,0.5845555888639914,0.5761446985038551
8,0.9836578908420744,0.045437571903069816,0.5010136294932592,0.8531058402288527,0.20898601625646865,0.5785582661628723,0.9949858027535516,0.17499695255144224,0.00030156666026733865,0.01320069337315225,0.5837062806696505,0.5813861940358136
9,0.9848321364039466,0.04445764883643105,0.5195326861881074,0.8614372923260644,0.20098624201047988,0.583807559240432,0.9915335291140789,0.15457930879012957,0.09944942382139128,0.2150289988172468,0.5049551741496937,0.5866561741442293
10,0.9859919860249474,0.03803994364681698,0.5489750575451624,0.8890054452986944,0.1829784590573538,0.5891467474755787,0.9897227158417573,0.15729148101967735,0.14383698614531298,0.3756186638476376,0.46117964870220907,0.5916102560790809
11,0.9863900315193903,0.03684062528468314,0.5641637288388752,0.8954648347128005,0.17611566682656607,0.5937944196519398,0.9911017852860529,0.15718031594076673,0.12072881012274003,0.3547597749448205,0.4719278023049638,0.5962877386325115
12,0.9865917818886893,0.03625515280734925,0.5670775458926246,0.899357157094138,0.17350525089672633,0.5983266064098903,0.9854010166348638,0.14678074197994695,0.24921773293533842,0.5535695246748022,0.3902941523371516,0.6007383272454545
13,0.9871423585074288,0.034115424823193324,0.5754235557147435,0.905533356325967,0.16905434074855985,0.6025065098490033,0.9882653645566992,0.16164677469311534,0.21153431984743834,0.49610086963386146,0.4193903119177432,0.6044787345705805
14,0.9868194262186686,0.03961165063083172,0.5659503056889489,0.8893339577175322,0.17729296996479943,0.605970751671564,0.9753312887372197,0.25005022053783005,0.08654206925082789,0.3020017352458593,0.5393282311993677,0.606533944606781
15,0.9873182773590088,0.035787020854297136,0.576007217168808,0.8970800325984046,0.1713604409070242,0.6069431248165312,0.9697320267960832,0.2562931333039258,0.07396783571488955,0.37677330745233073,0.5309368388072865,0.6074055481601406
16,0.9872516308512006,0.03664971293792838,0.5774107774098715,0.8971028242792402,0.17129318912823996,0.6072587172190348,0.9763999871305518,0.1866683444461307,0.1696134538867989,0.5081819376429996,0.44161339788823517,0.60807434771512
17,0.9882142742474874,0.03213173319541272,0.6028331631705874,0.9104749162991842,0.15868962023939406,0.6089150990758624,0.976380841152088,0.18877788955295408,0.17775239000046575,0.5071426630020142,0.44022349086967677,0.6099381060213656
18,0.9882234505244664,0.032733217059146794,0.6072526744433812,0.9123346663656688,0.15640400421051753,0.6106162127994356,0.9776444773416262,0.20456620124546257,0.16049544986438108,0.4718197930503536,0.460339414106833,0.6117084251867758
19,0.9882715826942807,0.03206931719822543,0.602028196766263,0.9153366684913635,0.15730642491862887,0.6123008983475822,0.9773982183353321,0.20765705426802505,0.1578933153603528,0.4775393254853584,0.4617635245258744,0.6130366003191149
20,0.9887825420924595,0.03219841527087348,0.6169114212195078,0.9123730744634356,0.1535521468945912,0.613663273198264,0.9855457544326782,0.1556173244843612,0.25877612245243947,0.5812796861738772,0.384809485963873,0.6152552189053716
21,0.9891566293580192,0.030311469609538715,0.6334743258498964,0.9233901018188113,0.1452150699638185,0.6162850658098856,0.9865991505416664,0.15588092320674174,0.2667282821761595,0.5691510632231429,0.3854882660749796,0.6177895053012951
22,0.989549940540677,0.03052500475730215,0.6336106374150231,0.9183616013753981,0.14628619949022928,0.6186384416761852,0.9846537677017418,0.16017902259891098,0.2575844095365421,0.5683589754877864,0.3900042562871366,0.6200960826229405
23,0.989237578142257,0.031111302475134533,0.6307304189318702,0.9210847303980872,0.14635551011278516,0.62093038218362,0.9873127437926628,0.16595139958568522,0.2526469695809725,0.5741096799438065,0.39341379742364624,0.6221778328354294
24,0.9900651545751662,0.028937067038246563,0.6437870462735494,0.9233736679667518,0.1412249846117837,0.6230711198988415,0.9860724162411045,0.16313608997576945,0.23641820231804977,0.5697204535071915,0.3974613788965586,0.6242642273774018
25,0.9895337763286772,0.03152026626325789,0.6349601149559021,0.9220220389820281,0.14484384868826186,0.6249629287492662,0.986411540894895,0.16281692160142436,0.25933892964511307,0.5876727474702371,0.38719749450683594,0.6260766290329598
26,0.989801687853677,0.03097236333858399,0.6417046387990316,0.9185789284251985,0.1438360441298712,0.62676321324848,0.9898756984117869,0.16991243954445864,0.19431368114955322,0.48024701483292437,0.4313739948981517,0.62780011505694
