epoch,acc,binary_crossentropy,dice_coef,loss,val_acc,val_binary_crossentropy,val_dice_coef,val_loss
0,0.9667404265630812,0.08876756649641764,0.6360844473044077,0.1988265918833869,0.9570075499044882,0.5990667641162872,0.0005444370609266853,0.7592154805724686
1,0.9648078169141497,0.09222545421549252,0.6208881451970055,0.2069799644606454,0.957023435347789,0.6233252286911011,0.003412955404889323,0.7726213384318996
2,0.970793692838578,0.08100098460203126,0.6696300449825469,0.18074859749703182,0.9570075499044882,0.6407127017910416,0.0006111009880024121,0.7841772066580283
3,0.9637774342582339,0.08916301280260086,0.6054796803565252,0.21130588579745518,0.9571842422356477,0.40527087731941325,0.028008978048534562,0.6319561906763025
4,0.9665737407548087,0.09404750789205234,0.6305342387585413,0.2042147424959001,0.9595476066744005,0.39377756457071045,0.18306345239427566,0.5630409226224229
5,0.9675895798773992,0.08812157171113151,0.6358782251675924,0.19852163997434435,0.9578567952723116,0.5809539628995432,0.052834767291249196,0.7274351893244563
6,0.9665235593205407,0.08753917242089908,0.6323968796502977,0.19956463930152712,0.9576250330821888,0.41730121180817886,0.15920899765616334,0.586696449969266
7,0.9642336141495478,0.09910671182331585,0.6140136293002537,0.21385858740125382,0.9554655600238491,0.42328905737077865,0.14257936084617837,0.5969454098392177
8,0.9651910832950047,0.09019087893622262,0.6204669248490107,0.20592774947484335,0.9578253433511064,0.5648591542566145,0.09668887984352713,0.7002386289673883
9,0.9653871513548351,0.08502741087050665,0.6224352632250104,0.20204240580399832,0.9575814556431126,0.5787681526428944,0.026669156394869,0.7365903854370117
10,0.9676692769640968,0.0856364035890216,0.6451803758030846,0.19330973497458867,0.9570075499044882,0.47465903493198186,0.0017604997483431362,0.68408769530219
11,0.9681165161586943,0.08082288414949462,0.6498852826300121,0.18853958589690073,0.9572762927493533,0.4113294131852485,0.0493259209072897,0.627064044411118
12,0.9648273927824838,0.09098771356400989,0.6122617749940782,0.209687821212269,0.9534649494531993,0.30220720776029536,0.30473498053647374,0.4594306478629241
13,0.9667828565552121,0.09172285294958524,0.6249342220170158,0.20506013078348978,0.957567764295114,0.342125593407734,0.1940466419013368,0.5276596062892193
14,0.9691694265320188,0.08272600120731763,0.665375638575781,0.18348544268381028,0.9570638376313287,0.4233803483279976,0.006771242258125583,0.6513188948502412
15,0.9642626047134399,0.0889270431583836,0.6197501108759925,0.20545618945644015,0.9570070617907757,0.4397650344951733,0.0057719847651684615,0.6615473112544498
16,0.96837165809813,0.08213318210272562,0.656655090195792,0.1866179711761929,0.9570781814085471,0.39320875019640533,0.06659651254862232,0.6092844186602412
17,0.9671852134522938,0.08867948484562692,0.6368535161018372,0.19846604409671964,0.957210711530737,0.36847680323832743,0.09556108951014844,0.5828598020850001
18,0.9682722914786566,0.08182138346490406,0.640355680670057,0.19295054887022292,0.953530682099832,0.36824977035458023,0.11567050198445449,0.5746813070129704
19,0.9649841671898252,0.08909759741453897,0.6201238603818984,0.20540909185296014,0.9540368076917287,0.4020963999870661,0.04515938890216529,0.6231907638343605
20,0.9683703240894136,0.08290228797566324,0.6520633754276094,0.18891597716581254,0.9573523804948136,0.375515351021612,0.02452513511210831,0.6154968915758906
21,0.9686804385412306,0.08200705938396,0.6474581758181254,0.19022102512064434,0.9570075499044882,0.48500208999659566,0.0005987271866320658,0.6907575903712092
22,0.9671010573705038,0.08690518087574414,0.6403751032693046,0.1959928721189499,0.9573571843069952,0.43913401582756556,0.02179218853023092,0.6547624984303037
23,0.9682522955394927,0.08362144515627906,0.6477736007599604,0.19106337144261315,0.9574042703654315,0.39506523633325424,0.03692338984320805,0.622266672752999
24,0.9691986697060722,0.07900570918406759,0.6594260590417045,0.18363303265401296,0.9553153402096516,0.3922983689888104,0.08827619094124718,0.6000662421857988
25,0.9684644284702483,0.08762360222282864,0.6501911183198293,0.19249772670723142,0.9573250896221882,0.33368023907816086,0.09145457567285269,0.5636275966425199
26,0.9716802608399164,0.07886528418887229,0.6794453320049104,0.17554090172052383,0.9574861381504987,0.3005626817812791,0.049811475219620344,0.5604114814384563
27,0.9684794062659854,0.07932051040586971,0.6511734213147845,0.1871229580470494,0.9497405145619366,0.32615238710029704,0.18296591560608028,0.5225030248229569
28,0.9716439076832363,0.07543017094333966,0.6812931497891744,0.17274093202182225,0.9572613013757242,0.3666187275100399,0.016935799517857564,0.6131972734992569
29,0.9674462392216637,0.08893211345587458,0.6419557332992554,0.19657696889979498,0.9579089219505722,0.3463106441336709,0.07504493657914871,0.5777633262647165
30,0.9676576114836193,0.08255738126380104,0.6436650710446494,0.19206829085236504,0.9563041248837033,0.3381223146979873,0.22448629885911942,0.5130784374636572
31,0.9683178379422143,0.07922688694227309,0.6597783366839091,0.18362464578378768,0.9593150229067415,0.33130663834713603,0.15750790207420248,0.5357822389216036
