epoch,acc,binary_crossentropy,dice_coef,loss,val_acc,val_binary_crossentropy,val_dice_coef,val_loss
0,0.9624024733253147,0.0902614577308945,0.6207939775093742,0.2058392892713132,0.9721603816555392,0.11508453084576514,0.09493880544699007,0.43107520861010395
1,0.9614316769268202,0.0958740983320319,0.6297095625296883,0.20564062634240027,0.9718500298838462,0.11801194279424605,0.07226673489616763,0.4419005590100442
2,0.9631639874499777,0.09290579965581065,0.6338602174883303,0.2021993929925172,0.9718670460485643,0.1168727615187245,0.0784087881686226,0.4387600825678918
3,0.9644484727279,0.09170181595760843,0.6419816690942516,0.1982284304888352,0.9720025870107836,0.11228267031331216,0.09290464576934615,0.4302077649101134
4,0.9640442288440206,0.09326613014158995,0.6442364091458528,0.19826511714769446,0.9718667576389928,0.11439329914508327,0.08090608386743453,0.4362735863654844
5,0.9650456179743228,0.0858078631369964,0.6544095329616381,0.18972091311993805,0.9718501337112919,0.11479171053055794,0.07927294850589768,0.4371658371340844
6,0.9675193791804106,0.08174340588890988,0.6673290703607642,0.1821144190819367,0.9718884345023863,0.1141682795939907,0.08453243081608126,0.4346880441711795
7,0.9624919761782107,0.10134752580653066,0.6278467152429663,0.20966984590758447,0.9721513371313771,0.11124829611470623,0.10159573517739773,0.4261106675670993
8,0.9641097550806792,0.08960117172935735,0.6565466756406038,0.19114204593326733,0.9718750176891204,0.11306682565519886,0.08107715875150696,0.435409378620886
9,0.9653142042781996,0.0866130386357722,0.6533512032550314,0.19062734492447064,0.9719122571329917,0.11233196431590665,0.08747055663937522,0.43241086025391856
10,0.9649523056071737,0.09020294378633084,0.6506316299023835,0.19386910809122998,0.9721452113120786,0.1120139725746647,0.10206084824617832,0.42638410291364115
11,0.9632956204207047,0.09685323484565901,0.6398929513019064,0.2021547672541245,0.9721606700651108,0.11179504904054827,0.10311557238380756,0.4258308449099141
12,0.9641987033512281,0.08964762447968773,0.6484615258548571,0.19440398008927054,0.9720443025712044,0.10402152591174649,0.12083265353595057,0.4140798901357958
13,0.9653944062150043,0.08622458285611609,0.6536297590836234,0.1902828521054724,0.972088833009043,0.10234629771401806,0.12393325567245483,0.4118344764555654
14,0.9643617557442706,0.09054347354432811,0.6524488200312075,0.19334656907164532,0.9721677764769523,0.10132945977872418,0.1326666405845073,0.40773109562935367
15,0.9658823402031608,0.08630429175884827,0.6649484271588533,0.18580320477485657,0.9722344683062646,0.10264699161052704,0.12838079624118343,0.4102359039168204
16,0.9675201203512109,0.08310685987057893,0.6693285314933114,0.18213271058124045,0.9720298013379497,0.1077360063791275,0.10469474018581452,0.4227637763946287
17,0.9660015494927116,0.08974037189846454,0.6578473785649175,0.19070527346237845,0.9721234421576223,0.10736820822761904,0.10661056745917566,0.42177675616356636
18,0.9630512880242389,0.09566988763601883,0.6422425301178641,0.20050493724968121,0.9724282449291598,0.10123734945251096,0.13734192953955743,0.40580565506412136
19,0.9654547805371492,0.08590353150730548,0.6530378797779912,0.1903269686128782,0.9723461751014956,0.10137640228194575,0.1311221096304155,0.4083770388557065
20,0.9663702301357103,0.08428186988053114,0.6599894036417422,0.18657335315061652,0.9724036493609028,0.10298730432987213,0.12938521141486783,0.41003831836485094
21,0.9664081024086993,0.0857466384768486,0.665028056372767,0.18543675995391348,0.9721717680654218,0.10393632828227935,0.12611677425522957,0.4119150292488836
22,0.9648779501085696,0.0923318030393642,0.652264750522116,0.19449318103168323,0.9719039047918012,0.10275755942829194,0.12438792410877443,0.4118994022569349
23,0.9650772732237111,0.08849668016900188,0.6537169295808544,0.1916112323170123,0.9719491043398457,0.10545384186890817,0.10744800382564144,0.42029312733680974
24,0.9644164935402249,0.08834080883990163,0.6500357233959696,0.19299020002717557,0.9719359874725342,0.10959956122021522,0.09425035371415076,0.4280595673668769
25,0.9660654897275178,0.08418608813182167,0.6621375757714977,0.18565662270006927,0.9716639364919355,0.10305272595536324,0.13048437105551844,0.4096379049362675
26,0.9646515457526498,0.09133059952570044,0.6501518980316494,0.19473759700422702,0.97160812347166,0.09978375247409267,0.14971659092172498,0.39998361276042077
27,0.9626922140950742,0.0953828303710274,0.6354982101398966,0.20303041131600089,0.9717119624537807,0.0989769194875994,0.1483765446370648,0.40003554859469015
28,0.9627566104349883,0.09229126410639804,0.6400194012600443,0.19936698804730954,0.9719213016571537,0.0996735795370994,0.14412504975353518,0.4021540957112466
29,0.9624908851540607,0.09205970540642738,0.6316982948261759,0.20255650320778723,0.9722680276440036,0.10198625513622837,0.13364049924477453,0.4077355880891123
30,0.9642794132232666,0.08900331236098123,0.6482073612835096,0.19411904656368753,0.972402484186234,0.0972200658532881,0.16390022419152722,0.39277191892746954
31,0.9658819074216096,0.08693052471979805,0.6655170217804287,0.18595151344071265,0.9725835246424521,0.0965714055684305,0.17297070281159493,0.38875460432421777
32,0.9682291746139526,0.07981820307348085,0.678456433441328,0.17650835539983667,0.972221351438953,0.09834172504563485,0.15557764134099406,0.39677395455298886
33,0.964568379132644,0.0936827672564465,0.6493735080179961,0.19646025287068408,0.9719590140927222,0.10464573459279153,0.12394727153643485,0.413208584631643
34,0.9650505833003832,0.0908206344946571,0.6522824738336646,0.19357939647591632,0.9716151375924388,0.10315136250949675,0.13106391206383705,0.40946530238274603
35,0.9657258702361066,0.08430482754888742,0.6669305562973022,0.1838106791610303,0.9718309833157447,0.10916840212960396,0.10303108706589668,0.4242886920129099
36,0.9676301608914915,0.08414083427709082,0.6629630042159039,0.18529930451641913,0.9715419161704278,0.10808961285698798,0.12552015783806,0.4146457112604572
37,0.9642192643621693,0.09763785095318504,0.6501199421675309,0.19853473811045938,0.9719306345908872,0.10846371227695097,0.13692724969117873,0.4103073295085661
38,0.9682521509087604,0.0820879314256751,0.6753963050634965,0.1790942361821299,0.9717717555261427,0.11124974777621607,0.11825318622492975,0.4194486121977529
39,0.9696681629056516,0.07753581488909929,0.6855576686237169,0.17229842297408893,0.9718203698435137,0.11472957701452317,0.10079048573970795,0.42852154758668715
40,0.9664075348688208,0.08971771241530128,0.6672663533169291,0.18692410575306934,0.9717597922971172,0.11474937777365407,0.10325760634676102,0.42754659056663513
41,0.9678330628768258,0.08285341217466023,0.6806349961654,0.17745804657106815,0.9715342329394433,0.10884473328628848,0.13116208427856046,0.41284204586859674
42,0.9635415440020354,0.09507335463295812,0.6463496659113013,0.19850415250529413,0.9719417095184326,0.10875246890129582,0.1396202711809066,0.4094033923841292
43,0.9650032779444819,0.0866632377323897,0.6525366008281708,0.19098331617272418,0.9721479454348164,0.10666089384786544,0.14217682278925373,0.40712580180937247
44,0.9642738285272018,0.08849845891413481,0.6491471321686454,0.19344022222187207,0.9721299486775552,0.11088010548583922,0.12937731259772856,0.41477715776812646
45,0.9689098752063253,0.07864351764969203,0.6812617701032887,0.17468140630618387,0.9720857181856709,0.1146301386817809,0.11715709814621557,0.4219152706284677
46,0.9674590540968854,0.08659285890019458,0.6802071410676708,0.17987285360046054,0.9721206157438217,0.1148991858766925,0.12132854711624884,0.42040811238750336
47,0.9672383329142695,0.08428657605596211,0.6717991440192513,0.18185228692448657,0.9722984490856048,0.11915508537523208,0.10920290769107881,0.42781195140654044
48,0.9643376469612122,0.0907830887514612,0.6519029632858608,0.19370866793653238,0.9720887176452144,0.11693620104943553,0.12270891101610276,0.42107820607000784
49,0.9667303795399873,0.08487996037887491,0.6678262041962665,0.18379750977391782,0.9721414273785006,0.1194686452227254,0.1110251971911038,0.427271060405239
50,0.9657632578974185,0.08908430810855783,0.6580086350440979,0.190247123008189,0.9725635897728705,0.11337786191894163,0.13404023479069432,0.41441061804371493
51,0.9651487340097842,0.08894670949034068,0.6588404463685077,0.1898318509692731,0.9724993205839588,0.10874350465113117,0.14701497206284153,0.4064401099758764
52,0.9660927601482557,0.08285097032785416,0.6629140143809111,0.18454498117384704,0.9714373965417186,0.10382443786628785,0.17184606458871596,0.3935562641389908
53,0.9689522437427355,0.07838190832863683,0.6815363661102627,0.1744146061980206,0.9719027280807495,0.11197244496114793,0.1334974581916486,0.4137844645207928
54,0.9663659437842991,0.08715304149233777,0.665912477866463,0.1859268358220225,0.9720442910348216,0.12007051129494944,0.0951196531494779,0.4339944912541297
55,0.9684955503629602,0.08280586516079695,0.679222943990127,0.17799434908058331,0.9719344300608481,0.12457535728331535,0.08107253560616125,0.4423162418027078
56,0.969417154788971,0.07822870949040288,0.6871274269145468,0.1720862654240235,0.9716584913192257,0.1169664898226338,0.11834297533477506,0.42284263237830133
57,0.966872891654139,0.08721857874289803,0.6715653849684674,0.18370499559070752,0.9715169283651537,0.10988474156587355,0.1428527807997119,0.4087898164026199
58,0.9674155478892119,0.08382019789322563,0.6773678712222887,0.1793449851481811,0.9717711787069997,0.11207115698245264,0.11921124929381956,0.4195582059121901
59,0.9684639262116473,0.08214417391497156,0.679958701133728,0.17730301942514337,0.9715447310478457,0.10863315458259275,0.13801088869091002,0.4099755806307639
60,0.9671853469765704,0.08655718778786452,0.6761782635813174,0.1814630284257557,0.9715064187203685,0.1134332053122982,0.11982109265462045,0.4201315064584055
61,0.9667337588641954,0.0872523418587187,0.6664982256682023,0.18575212100277777,0.9715866311903922,0.11306366516697791,0.12677234843853982,0.41712921761697336
62,0.9681377592294113,0.07843552691781003,0.6843343895414601,0.17332755612290424,0.9714173578446911,0.11380331122106122,0.1267055730906225,0.4175997462964827
63,0.9678980656292128,0.08177646379108014,0.6767396253088246,0.17837004104386206,0.9714927250339139,0.11901888395509412,0.10805475147020432,0.4281894343514596
64,0.9702149370442266,0.0785739875358084,0.6964068542356077,0.16858166002708933,0.971840500831604,0.12072242940625837,0.10390137268170234,0.4308729364025977
65,0.970950362475022,0.07625740264420924,0.7053545557934305,0.16361262908448343,0.9714658914073822,0.11999634581227456,0.11047874595369062,0.42780628704255624
66,0.9667327922323475,0.08975009361039037,0.6710922432982404,0.18541316623273102,0.971353780838751,0.11256318683585813,0.13755995780229568,0.4125139117240906
67,0.9677277466525203,0.08276055882806363,0.6785971237265546,0.17821748619494232,0.9719560030967959,0.1198713731381201,0.10729351591679358,0.42900542770662614
68,0.9693784195443859,0.07908985342668451,0.6893618158672167,0.17170918311761774,0.9713540692483226,0.11632392771782414,0.13006415554592687,0.4177686822029852
69,0.9661125488903212,0.09158972213449686,0.6632523381191752,0.18965290616387906,0.9714957244934574,0.11469057586885267,0.12280377012587362,0.4196928528047377
70,0.9687637634899305,0.0793916689960853,0.6856748409893202,0.1733650707680246,0.9720134773562031,0.11747717136336912,0.10396029776142489,0.4289022059209885
71,0.9676093718279963,0.08427744779897772,0.6745958354162134,0.1807281433240227,0.9720750239587599,0.12060004328527758,0.09345314225121852,0.4349788677307867
72,0.9668658505315366,0.08549880333568739,0.6746219267015872,0.18145052376000778,0.9719247048900973,0.1188181105159944,0.10262613599338839,0.4302404378691027
73,0.9705467871997667,0.07512675420097682,0.69304307906524,0.1678588215423667,0.9718559595846361,0.12662362571685545,0.07157067912480523,0.44734594802702626
74,0.9693643062011056,0.08201518849186275,0.6897094457045846,0.17332533196262692,0.9719669049785983,0.1250345505052997,0.08258161928144193,0.4419880653581312
75,0.9690522421961245,0.0799380378878635,0.6973308350728906,0.16903048429800116,0.9718410891871299,0.12618219419833152,0.08440318823822084,0.4419480514141821
76,0.9683845146842625,0.08349737071472665,0.6757832247277965,0.1797851369432781,0.9719825483137562,0.12474640050242024,0.0944083831122806,0.43708446718031363
77,0.9657874599747036,0.08904464704834897,0.6675919216612111,0.18639002805170807,0.9717279172712757,0.11295548177534534,0.13684085456113662,0.41303692037059414
78,0.9682313618452653,0.08088782040969185,0.6815399397974429,0.17591672423093216,0.9719046777294528,0.11838952764388054,0.11852096634045724,0.4236253721098746
