epoch,binary_acc_ch0,binary_crossentropy,dice_coef_rounded_ch0,dice_coef_rounded_ch1,loss,mean_iou_ch0,val_binary_acc_ch0,val_binary_crossentropy,val_dice_coef_rounded_ch0,val_dice_coef_rounded_ch1,val_loss,val_mean_iou_ch0
0,0.9401732542152915,0.11488515954642069,0.0007984964059211226,0.2287305287438704,0.44271006328719004,0.43949358520053683,0.9948424200216929,0.07675821334123611,0.0002507479051322055,0.49585817009210587,0.43502943962812424,0.48929955810308456
1,0.9840384693372817,0.05674559605263528,0.14695605142714202,0.6715423776989892,0.3147349315030234,0.492557494413285,0.9779232790072759,0.05428523663431406,0.29501608821252984,0.6211473345756531,0.3435777425765991,0.4984929785132408
2,0.9839925482159569,0.05466645246460324,0.5925516486167908,0.7389115350587028,0.23646696692421323,0.510776834828513,0.985520934065183,0.0466935858130455,0.38633569702506065,0.7038363118966421,0.2859465529521306,0.5333036432663599
3,0.98737104733785,0.06257199859690099,0.5945598837875185,0.7151954912004017,0.22803007066249847,0.5507229623340425,0.991507406036059,0.039236448084314667,0.5017203763127327,0.7780960400899252,0.23519748200972876,0.5666234741608301
4,0.9895956743331182,0.05781920679977962,0.663541973435453,0.7495796254702977,0.1944607368537358,0.5815761656988234,0.9870841602484385,0.05147315996388594,0.38233403861522675,0.7237228155136108,0.28355590254068375,0.5940650999546051
5,0.9824396740822565,0.09614278713152521,0.551126214719954,0.7137383605752673,0.2468740273089636,0.6001959698540824,0.9868946075439453,0.05576728284358978,0.4113559400041898,0.7611275215943655,0.2600497951110204,0.6092969079812368
6,0.9902340883300418,0.05186530042971883,0.6917963198253086,0.7935162470454261,0.17255670861119315,0.6156432288033622,0.9912054737408956,0.04970954575886329,0.5064789975682894,0.6963466852903366,0.24020225554704666,0.6239456832408905
7,0.9893026408695039,0.05471111692133404,0.6464191036564964,0.7801836558750698,0.18648816503229595,0.6298116928055173,0.984603742758433,0.07959688703219096,0.3486710861325264,0.6073845028877258,0.318130021293958,0.6342638929684957
8,0.988133654707954,0.05955646559596062,0.6516616883732024,0.7851730585098267,0.1851179642336709,0.6365490811211723,0.9912838538487753,0.047653520169357456,0.5048310483495394,0.7643068432807922,0.22770735124746957,0.6413724968830744
9,0.9897589087486267,0.05081293909322648,0.6997900832267034,0.7993459275790623,0.16432428927648635,0.6453321661267962,0.9871345559755961,0.06088173824052016,0.4408355765044689,0.7702363282442093,0.25603629648685455,0.6492714434862137
